cell_id,Dr. 123 Kid,Dr. Do Little,Dr. Scrubs
1003487,Type6,Type6,Type6
1003488,Type4,Type5,Type5
1003489,Type4,Type3,Type3
1003490,Type4,Type5,Type5
1003491,Type1,Type5,Type5
1003492,Type6,Type5,Type5
1003493,Type4,Type5,Type5
1003494,Type4,Type5,Type5
1003495,Type4,Type5,Type5
1003496,Type4,Type5,Type5
1003497,Type7,Type2,Type5
1003498,Type4,Type5,Type5
1003499,Type7,Type7,Type5
1003500,Type4,Type6,Type5
1003501,Type6,Type6,Type6
1003502,Type1,Type2,Type2
1003503,Type1,Type8,Type5
1003504,Type6,Type5,Type5
1003505,Type4,Type5,Type5
1003506,Type1,Type5,Type5
1003507,Type2,Type5,Type5
1003508,Type6,Type6,Type6
1003509,Type1,Type2,Type2
1003510,Type4,Type5,Type5
1003511,Type6,Type5,Type5
1003512,Type4,Type5,Type5
1003513,Type4,Type5,Type5
1003514,Type4,Type5,Type5
1003515,Type4,Type5,Type5
1003516,Type3,Type3,Type3
1003517,Type4,Type5,Type5
1003518,Type1,Type2,Type2
1003519,Type1,Type2,Type5
1003520,Type6,Type6,Type6
1003521,Type2,Type4,Type5
1003522,Type1,Type2,Type1
1003523,Type4,Type9,Type5
1003524,Type4,Type3,Type3
1003525,Type4,Type6,Type6
1003526,Type4,Type5,Type5
1003527,Type4,Type5,Type5
1003528,Type4,Type5,Type5
1003529,Type4,Type5,Type5
1003530,Type6,Type6,Type5
1003531,Type4,Type5,Type5
1003532,Type4,Type5,Type5
1003533,Type4,Type5,Type5
1003534,Type2,Type5,Type5
1003535,Type2,Type5,Type5
1003536,Type4,Type5,Type5
1003537,Type4,Type5,Type5
1003538,Type3,Type3,Type3
1003539,Type1,Type5,Type5
1003540,Type6,Type5,Type6
1003541,Type4,Type5,Type5
1003542,Type4,Type5,Type5
1003543,Type4,Type5,Type5
1003544,Type4,Type5,Type5
1003545,Type4,Type5,Type5
1003546,Type4,Type2,Type5
1003547,Type4,Type3,Type5
1003548,Type4,Type6,Type5
1003549,Type4,Type5,Type5
1003550,Type6,Type6,Type5
1003551,Type4,Type5,Type5
1003552,Type4,Type5,Type5
1003553,Type2,Type5,Type5
1003554,Type4,Type5,Type5
1003555,Type4,Type5,Type5
1003556,Type4,Type5,Type5
1003557,Type6,Type5,Type5
1003558,Type1,Type5,Type5
1003559,Type1,Type2,Type2
1003560,Type4,Type5,Type5
1003561,Type7,Type5,Type5
1003562,Type4,Type5,Type5
1003563,Type1,Type5,Type5
1003564,Type1,Type5,Type5
1003565,Type3,Type3,Type3
1003566,Type6,Type3,Type6
1003567,Type4,Type5,Type5
1003568,Type4,Type5,Type5
1003569,Type6,Type6,Type6
1003570,Type1,Type5,Type5
1003571,Type7,Type5,Type5
1003572,Type4,Type5,Type5
1003573,Type4,Type6,Type6
1003574,Type2,Type5,Type5
1003575,Type4,Type5,Type5
1003576,Type4,Type5,Type5
1003577,Type4,Type5,Type5
1003578,Type5,Type5,Type5
1003579,Type4,Type5,Type5
1003580,Type3,Type3,Type5
1003581,Type4,Type5,Type5
1003582,Type1,Type5,Type5
1003583,Type1,Type5,Type5
1003584,Type4,Type6,Type6
1003585,Type4,Type5,Type5
1003586,Type4,Type5,Type5
1003587,Type6,Type6,Type6
1003588,Type4,Type5,Type5
1003589,Type9,Type9,Type9
1003590,Type4,Type5,Type5
1003591,Type5,Type5,Type5
1003592,Type4,Type5,Type5
1003593,Type4,Type5,Type5
1003594,Type4,Type5,Type5
1003595,Type1,Type5,Type2
1003596,Type4,Type5,Type5
1003597,Type4,Type5,Type5
1003598,Type4,Type5,Type5
1003599,Type4,Type5,Type5
1003600,Type4,Type5,Type5
1003601,Type2,Type2,Type5
1003602,Type4,Type10,Type5
1003603,Type6,Type6,Type5
1003604,Type4,Type5,Type5
1003605,Type1,Type5,Type5
1003606,Type4,Type5,Type5
1003607,Type1,Type2,Type5
1003608,Type4,Type5,Type5
1003609,Type3,Type3,Type3
1003610,Type7,Type5,Type5
1003611,Type4,Type5,Type5
1003612,Type9,Type9,Type9
1003613,Type1,Type5,Type2
1003614,Type4,Type5,Type5
1003615,Type4,Type2,Type5
1003616,Type4,Type5,Type5
1003617,Type4,Type5,Type5
1003618,Type1,Type5,Type2
1003619,Type6,Type6,Type6
1003620,Type4,Type5,Type5
1003621,Type1,Type5,Type5
1003622,Type4,Type5,Type5
1003623,Type4,Type5,Type5
1003624,Type4,Type5,Type5
1003625,Type1,Type5,Type5
1003626,Type4,Type5,Type5
1003627,Type1,Type5,Type5
1003628,Type4,Type5,Type5
1003629,Type4,Type5,Type5
1003630,Type4,Type5,Type5
1003631,Type4,Type5,Type5
1003632,Type6,Type6,Type6
1003633,Type4,Type5,Type5
1003634,Type6,Type6,Type5
1003635,Type1,Type2,Type2
1003636,Type1,Type2,Type5
1003637,Type1,Type2,Type5
1003638,Type4,Type5,Type5
1003639,Type2,Type9,Type2
1003640,Type4,Type3,Type3
1003641,Type1,Type5,Type2
1003642,Type4,Type5,Type5
1003643,Type4,Type9,Type5
1003644,Type4,Type5,Type5
1003645,Type4,Type3,Type3
1003646,Type4,Type5,Type5
1003647,Type1,Type2,Type5
1003648,Type1,Type5,Type5
1003649,Type1,Type5,Type5
1003650,Type4,Type5,Type5
1003651,Type1,Type2,Type5
1003652,Type4,Type5,Type5
1003653,Type1,Type2,Type2
1003654,Type4,Type2,Type5
1003655,Type4,Type5,Type5
1003656,Type4,Type5,Type5
1003657,Type4,Type5,Type5
1003658,Type4,Type5,Type5
1003659,Type2,Type5,Type5
1003660,Type4,Type5,Type5
1003661,Type11,Type5,Type5
1003662,Type2,Type2,Type2
1003663,Type4,Type5,Type5
1003664,Type1,Type2,Type5
1003665,Type4,Type5,Type5
1003666,Type1,Type5,Type5
1003667,Type4,Type3,Type3
1003668,Type4,Type5,Type5
1003669,Type6,Type5,Type5
1003670,Type4,Type5,Type5
1003671,Type4,Type5,Type5
1003672,Type1,Type2,Type2
1003673,Type4,Type5,Type5
1003674,Type4,Type5,Type5
1003675,Type4,Type5,Type5
1003676,Type4,Type5,Type5
1003677,Type4,Type5,Type5
1003678,Type1,Type5,Type5
1003679,Type4,Type5,Type5
1003680,Type4,Type7,Type5
1003681,Type4,Type5,Type5
1003682,Type3,Type3,Type3
1003683,Type4,Type5,Type5
1003684,Type2,Type5,Type8
1003685,Type1,Type5,Type8
1003686,Type4,Type5,Type5
1003687,Type4,Type5,Type5
1003688,Type5,Type5,Type5
1003689,Type7,Type7,Type5
1003690,Type5,Type9,Type5
1003691,Type1,Type5,Type5
1003692,Type4,Type5,Type5
1003693,Type4,Type5,Type5
1003694,Type4,Type5,Type5
1003695,Type6,Type6,Type5
1003696,Type9,Type9,Type9
1003697,Type4,Type5,Type5
1003698,Type4,Type5,Type5
1003699,Type4,Type5,Type5
1003700,Type4,Type5,Type5
1003701,Type7,Type5,Type5
1003702,Type3,Type3,Type3
1003703,Type1,Type5,Type5
1003704,Type4,Type3,Type3
1003705,Type4,Type4,Type5
1003706,Type4,Type5,Type5
1003707,Type4,Type5,Type2
1003708,Type1,Type5,Type5
1003709,Type12,Type7,Type5
1003710,Type4,Type5,Type5
1003711,Type4,Type5,Type5
1003712,Type4,Type5,Type3
1003713,Type2,Type7,Type5
1003714,Type4,Type5,Type2
1003715,Type1,Type5,Type5
1003716,Type4,Type3,Type3
1003717,Type4,Type5,Type5
1003718,Type3,Type3,Type3
1003719,Type4,Type4,Type5
1003720,Type1,Type5,Type2
1003721,Type5,Type7,Type5
1003722,Type4,Type5,Type3
1003723,Type4,Type5,Type5
1003724,Type4,Type5,Type5
1003725,Type4,Type7,Type5
1003726,Type4,Type5,Type5
1003727,Type1,Type5,Type5
1003728,Type3,Type3,Type3
1003729,Type3,Type3,Type3
1003730,Type4,Type5,Type5
1003731,Type4,Type5,Type5
1003732,Type4,Type4,Type5
1003733,Type1,Type2,Type2
1003734,Type4,Type5,Type5
1003735,Type4,Type5,Type5
1003736,Type4,Type3,Type3
1003737,Type3,Type3,Type3
1003738,Type2,Type7,Type5
1003739,Type1,Type5,Type2
1003740,Type4,Type5,Type5
1003741,Type4,Type5,Type5
1003742,Type4,Type5,Type5
1003743,Type4,Type5,Type5
1003744,Type4,Type5,Type5
1003745,Type9,Type5,Type9
1003746,Type6,Type5,Type6
1003747,Type4,Type5,Type5
1003748,Type1,Type5,Type5
1003749,Type4,Type5,Type5
1003750,Type4,Type5,Type5
1003751,Type9,Type9,Type9
1003752,Type4,Type5,Type5
1003753,Type2,Type7,Type2
1003754,Type4,Type7,Type5
1003755,Type4,Type5,Type5
1003756,Type7,Type5,Type5
1003757,Type4,Type5,Type5
1003758,Type4,Type5,Type5
1003759,Type4,Type5,Type5
1003760,Type4,Type5,Type5
1003761,Type6,Type6,Type5
1003762,Type4,Type5,Type5
1003763,Type1,Type5,Type5
1003764,Type4,Type6,Type6
1003765,Type4,Type3,Type3
1003766,Type4,Type5,Type5
1003767,Type6,Type5,Type5
1003768,Type3,Type3,Type3
1003769,Type4,Type5,Type5
1003770,Type4,Type5,Type9
1003771,Type4,Type6,Type6
1003772,Type4,Type5,Type5
1003773,Type4,Type3,Type3
1003774,Type4,Type9,Type5
1003775,Type1,Type5,Type5
1003776,Type4,Type5,Type5
1003777,Type4,Type5,Type5
1003778,Type2,Type7,Type2
1003779,Type4,Type5,Type5
1003780,Type1,Type5,Type2
1003781,Type4,Type3,Type3
1003782,Type6,Type6,Type6
1003783,Type4,Type3,Type3
1003784,Type4,Type5,Type5
1003785,Type3,Type3,Type3
1003786,Type1,Type5,Type5
1003787,Type4,Type5,Type5
1003788,Type4,Type5,Type6
1003789,Type4,Type5,Type5
1003790,Type4,Type6,Type5
1003791,Type4,Type5,Type5
1003792,Type4,Type5,Type2
1003793,Type4,Type5,Type5
1003794,Type3,Type3,Type3
1003795,Type4,Type6,Type5
1003796,Type4,Type5,Type5
1003797,Type1,Type5,Type2
1003798,Type4,Type5,Type5
1003799,Type4,Type6,Type5
1003800,Type4,Type5,Type5
1003801,Type3,Type3,Type3
1003802,Type4,Type5,Type5
1003803,Type4,Type7,Type5
1003804,Type4,Type5,Type5
1003805,Type1,Type5,Type2
1003806,Type4,Type3,Type3
1003807,Type4,Type5,Type5
1003808,Type6,Type6,Type6
1003809,Type4,Type4,Type5
1003810,Type7,Type7,Type5
1003811,Type2,Type7,Type5
1003812,Type3,Type3,Type3
1003813,Type6,Type6,Type6
1003814,Type4,Type3,Type3
1003815,Type4,Type5,Type5
1003816,Type4,Type5,Type5
1003817,Type1,Type5,Type5
1003818,Type2,Type5,Type5
1003819,Type6,Type6,Type5
1003820,Type4,Type3,Type5
1003821,Type2,Type5,Type5
1003822,Type4,Type5,Type5
1003823,Type4,Type3,Type3
1003824,Type1,Type5,Type2
1003825,Type4,Type5,Type5
1003826,Type1,Type2,Type2
1003827,Type6,Type6,Type5
1003828,Type4,Type5,Type3
1003829,Type4,Type5,Type5
1003830,Type4,Type5,Type5
1003831,Type4,Type3,Type3
1003832,Type5,Type5,Type5
1003833,Type9,Type9,Type9
1003834,Type1,Type2,Type2
1003835,Type4,Type5,Type5
1003836,Type4,Type5,Type5
1003837,Type2,Type5,Type5
1003838,Type6,Type5,Type5
1003839,Type5,Type5,Type5
1003840,Type1,Type5,Type5
1003841,Type2,Type5,Type5
1003842,Type3,Type3,Type3
1003843,Type4,Type6,Type5
1003844,Type6,Type6,Type6
1003845,Type5,Type7,Type5
1003846,Type4,Type5,Type5
1003847,Type1,Type5,Type5
1003848,Type4,Type5,Type5
1003849,Type3,Type3,Type3
1003850,Type4,Type5,Type5
1003851,Type4,Type5,Type5
1003852,Type6,Type5,Type6
1003853,Type4,Type5,Type5
1003854,Type4,Type7,Type5
1003855,Type4,Type6,Type6
1003856,Type4,Type3,Type3
1003857,Type4,Type5,Type3
1003858,Type1,Type5,Type5
1003859,Type2,Type9,Type5
1003860,Type4,Type3,Type3
1003861,Type4,Type5,Type5
1003862,Type4,Type5,Type5
1003863,Type1,Type2,Type2
1003864,Type1,Type5,Type5
1003865,Type4,Type5,Type6
1003866,Type1,Type2,Type2
1003867,Type4,Type5,Type5
1003868,Type3,Type3,Type3
1003869,Type4,Type5,Type5
1003870,Type6,Type6,Type5
1003871,Type9,Type9,Type5
1003872,Type1,Type5,Type1
1003873,Type6,Type6,Type6
1003874,Type4,Type5,Type5
1003875,Type4,Type5,Type5
1003876,Type3,Type3,Type3
1003877,Type11,Type5,Type5
1003878,Type4,Type5,Type5
1003879,Type4,Type5,Type5
1003880,Type4,Type5,Type5
1003881,Type9,Type5,Type9
1003882,Type1,Type5,Type5
1003883,Type4,Type5,Type5
1003884,Type3,Type3,Type3
1003885,Type4,Type5,Type5
1003886,Type2,Type5,Type5
1003887,Type4,Type5,Type5
1003888,Type4,Type5,Type5
1003889,Type1,Type5,Type5
1003890,Type4,Type5,Type5
1003891,Type3,Type3,Type3
1003892,Type4,Type3,Type3
1003893,Type4,Type5,Type5
1003894,Type7,Type5,Type5
1003895,Type4,Type5,Type5
1003896,Type4,Type5,Type5
1003897,Type3,Type3,Type3
1003898,Type4,Type6,Type5
1003899,Type4,Type5,Type5
1003900,Type1,Type2,Type2
1003901,Type9,Type9,Type9
1003902,Type4,Type5,Type5
1003903,Type4,Type5,Type5
1003904,Type4,Type5,Type1
1003905,Type1,Type5,Type2
1003906,Type4,Type3,Type3
1003907,Type1,Type5,Type5
1003908,Type4,Type3,Type3
1003909,Type3,Type3,Type3
1003910,Type4,Type5,Type5
1003911,Type4,Type5,Type5
1003912,Type4,Type6,Type5
1003913,Type7,Type5,Type5
1003914,Type4,Type5,Type5
1003915,Type4,Type5,Type3
1003916,Type4,Type5,Type5
1003917,Type4,Type3,Type3
1003918,Type4,Type5,Type5
1003919,Type1,Type2,Type5
1003920,Type4,Type5,Type2
1003921,Type1,Type2,Type2
1003922,Type4,Type5,Type5
1003923,Type4,Type3,Type3
1003924,Type3,Type3,Type3
1003925,Type4,Type5,Type5
1003926,Type4,Type5,Type5
1003927,Type6,Type5,Type5
1003928,Type4,Type3,Type3
1003929,Type3,Type3,Type3
1003930,Type4,Type5,Type5
1003931,Type11,Type8,Type8
1003932,Type4,Type5,Type5
1003933,Type4,Type3,Type3
1003934,Type4,Type5,Type5
1003935,Type4,Type5,Type5
1003936,Type4,Type5,Type5
1003937,Type4,Type5,Type5
1003938,Type6,Type6,Type5
1003939,Type4,Type3,Type3
1003940,Type4,Type5,Type5
1003941,Type4,Type5,Type5
1003942,Type5,Type5,Type5
1003943,Type2,Type5,Type5
1003944,Type4,Type5,Type5
1003945,Type4,Type5,Type5
1003946,Type4,Type5,Type5
1003947,Type4,Type5,Type5
1003948,Type4,Type5,Type5
1003949,Type4,Type5,Type5
1003950,Type4,Type5,Type5
1003951,Type4,Type5,Type6
1003952,Type4,Type5,Type5
1003953,Type4,Type5,Type5
1003954,Type4,Type5,Type5
1003955,Type4,Type3,Type3
1003956,Type4,Type5,Type5
1003957,Type4,Type3,Type3
1003958,Type5,Type5,Type5
1003959,Type3,Type5,Type3
1003960,Type4,Type5,Type5
1003961,Type6,Type5,Type5
1003962,Type4,Type5,Type5
1003963,Type4,Type5,Type5
1003964,Type4,Type5,Type5
1003965,Type4,Type5,Type5
1003966,Type4,Type5,Type5
1003967,Type4,Type5,Type3
1003968,Type4,Type5,Type5
1003969,Type4,Type5,Type5
1003970,Type6,Type6,Type6
1003971,Type4,Type5,Type6
1003972,Type4,Type5,Type5
1003973,Type6,Type6,Type5
1003974,Type4,Type5,Type5
1003975,Type3,Type3,Type3
1003976,Type6,Type6,Type6
1003977,Type4,Type5,Type10
1003978,Type1,Type5,Type5
1003979,Type4,Type5,Type5
1003980,Type4,Type5,Type5
1003981,Type4,Type5,Type5
1003982,Type4,Type5,Type5
1003983,Type7,Type5,Type5
1003984,Type4,Type5,Type5
1003985,Type1,Type5,Type5
1003986,Type4,Type5,Type5
1003987,Type2,Type7,Type5
1003988,Type4,Type5,Type5
1003989,Type4,Type5,Type1
1003990,Type4,Type5,Type5
1003991,Type1,Type2,Type2
1003992,Type4,Type5,Type5
1003993,Type4,Type5,Type5
1003994,Type4,Type3,Type3
1003995,Type4,Type5,Type5
1003996,Type6,Type6,Type5
1003997,Type7,Type5,Type5
1003998,Type6,Type6,Type5
1003999,Type4,Type5,Type5
